scale	roiS	series_name	nr_in_chamber	nr_class	name	file_id	histogram_cv	histogram_energy	histogram_entropy	histogram_kurtosis	histogram_mean	histogram_median	histogram_skewness	histogram_variance	cluster_prominence	cluster_shade	correlation	diagonal_moment	difference_energy	difference_entropy	energy	entropy	inertia	inverse_different_moment	kappa	maximum_probability	sum_energy	sum_entropy	sum_variance	created_at	error	algorithm	assignment_id.1	series	chamber	day_date	start_pipetting	pipetting_duration	doorclose_duration	reset_duration	p_norm_id	p_colour_id	parameter_id.1	colour_r	colour_g	colour_b	colour_routine	colour_type	norm_a	norm_b	norm_scale	norm_type	roi_inner	roi_outer	roi_angle_start	roi_angle_end	roi_type	roi_section	assessment	assignment_id.2	nr_class.1	name.1	series.1	nr_chamber_solution	nr_basic_solution	nr_substance	last_solution	evaporation_duration_in_hour_minute	evaporation_duration_in_sec	evaporation_duration	crystal_duration	replikats	cucl2_in_mg	substance_in_mg	specs_group	specs_supplier	substance_group	sample	supplier	it8check	max_error	mean_error	center	x	y	center_x	center_y	assignment_id.3	nr_class.2	class_desc	parameter_id	assignment_id
1	0-100	DM	12	34	P.2016.04.16.DM-12-2016.04.22_14_58.cut.tif	1212971	0.311305	0.007069	5.099309	-0.112544	127.584998	128	0.010798	1577.505049	96293343.014059	-18726.475902	0.806512	89.01908	0.025008	3.921534	9.3e-05	9.607797	605.974369	0.064674	0.014834	0.000226	0.003758	5.736544	5657.729323	Sun May 01 20:50:06.207163 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	34	P.2016.04.16.DM-12-2016.04.22_14_58.cut.tif	126167	4	5	5	0	448:1	1612860	NA	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	12.72	1.76	1	4.6228	5.9436	NA	NA	19641	34	Cress A4 potD	5	19641
1	0-100	DM	13	35	P.2016.04.16.DM-13-2016.04.22_14_19.cut.tif	1212972	0.31168	0.007065	5.100425	-0.103787	127.577373	128	0.010794	1581.117521	98329634.690296	-14781.550115	0.825188	85.743872	0.026107	3.874002	9.5e-05	9.564744	548.160464	0.068831	0.016559	0.000227	0.003755	5.742481	5723.267252	Sun May 01 20:50:09.074648 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	35	P.2016.04.16.DM-13-2016.04.22_14_19.cut.tif	126167	5	6	6	0	447:31	1611060	NA	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	12.9	1.81	1	4.80906666667	5.60493333333	NA	NA	19641	35	Cress A4 potE	5	19641
1	0-100	DM	14	36	P.2016.04.16.DM-14-2016.04.22_14_16.cut.tif	1212973	0.311612	0.007069	5.099741	-0.10403	127.517556	128	0.004591	1578.945476	96989739.56658	-7869.305656	0.803478	26.276796	0.024737	3.93027	9.1e-05	9.613753	615.439867	0.064524	0.014848	0.000218	0.003786	5.735724	5647.888855	Sun May 01 20:50:06.421077 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	36	P.2016.04.16.DM-14-2016.04.22_14_16.cut.tif	126167	6	7	7	0	446:51	1608660	NA	NA	7	128	300	Cress A4 potF	Bingenheim / cress	Cress A4 potF	cress	Bingenheim	NA	12.73	1.8	1	4.63973333333	6.8072	NA	NA	19641	36	Cress A4 potF	5	19641
1	0-100	DM	15	31	P.2016.04.16.DM-15-2016.04.22_14_16.cut.tif	1212974	0.311555	0.007068	5.099886	-0.105372	127.554569	128	0.007526	1579.292113	98194305.534615	-15997.370134	0.8155	77.863893	0.025404	3.900942	9.3e-05	9.586984	578.674793	0.067061	0.015884	0.000225	0.003773	5.739379	5694.213993	Sun May 01 20:50:06.579961 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	31	P.2016.04.16.DM-15-2016.04.22_14_16.cut.tif	126167	1	2	2	0	448:1	1612860	NA	NA	7	128	300	Cress A4 potA	Bingenheim / cress	Cress A4 potA	cress	Bingenheim	NA	12.73	1.8	1	4.55506666667	5.85893333333	NA	NA	19641	31	Cress A4 potA	5	19641
1	0-100	DM	16	32	P.2016.04.16.DM-16-2016.04.22_14_16.cut.tif	1212975	0.311665	0.007068	5.099966	-0.100776	127.543167	128	0.009276	1580.124706	96097048.060659	-13577.666329	0.800901	52.922008	0.024705	3.935178	9.2e-05	9.622293	623.714139	0.064125	0.014714	0.000229	0.003774	5.735186	5641.64431	Sun May 01 20:50:07.817289 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	32	P.2016.04.16.DM-16-2016.04.22_14_16.cut.tif	126167	2	3	3	0	447:31	1611060	NA	NA	7	128	300	Cress A4 potB	Bingenheim / cress	Cress A4 potB	cress	Bingenheim	NA	12.73	1.8	2	4.572	5.8928	4.0132	2.82786666667	19641	32	Cress A4 potB	5	19641
1	0-100	DM	17	33	P.2016.04.16.DM-17-2016.04.22_14_23.cut.tif	1212976	0.311344	0.007071	5.098797	-0.115324	127.505545	128	0.000463	1575.940456	96789042.818903	-11564.861407	0.806158	41.411948	0.024936	3.923175	9.2e-05	9.611193	607.323369	0.065003	0.015107	0.00023	0.003772	5.736759	5658.848	Sun May 01 20:50:10.38792 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	33	P.2016.04.16.DM-17-2016.04.22_14_23.cut.tif	126167	3	4	4	0	444:41	1600860	NA	NA	7	128	300	Cress A4 potC	Bingenheim / cress	Cress A4 potC	cress	Bingenheim	NA	12.47	1.8	2	4.60586666667	6.31613333333	7.33213333333	2.0828	19641	33	Cress A4 potC	5	19641
1	0-100	DM	18	34	P.2016.04.16.DM-18-2016.04.22_14_23.cut.tif	1212977	0.311353	0.00707	5.09945	-0.107886	127.584185	128	0.009426	1577.972161	98141191.413413	-8206.515341	0.81625	34.388552	0.025708	3.895306	9.4e-05	9.582857	575.542419	0.065692	0.015146	0.000226	0.003758	5.739798	5688.857161	Sun May 01 20:50:13.386196 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	34	P.2016.04.16.DM-18-2016.04.22_14_23.cut.tif	126167	4	5	5	0	445:51	1605060	NA	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	12.47	1.8	>3	8.0772	2.8448	0.5588,1.64253333333,2.01506666667	4.04706666667,1.54093333333,7.62	19641	34	Cress A4 potD	5	19641
1	0-100	DM	19	35	P.2016.04.16.DM-19-2016.04.22_14_23.cut.tif	1212978	0.31123	0.007074	5.098364	-0.114388	127.483322	127	-0.001182	1574.237122	96323120.800833	-8747.28822	0.809881	28.169124	0.024998	3.915782	9.3e-05	9.608266	595.536396	0.064335	0.014914	0.000229	0.003755	5.737853	5669.349308	Sun May 01 20:50:17.741824 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	35	P.2016.04.16.DM-19-2016.04.22_14_23.cut.tif	126167	5	6	6	0	447:31	1611060	NA	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	12.47	1.8	1	5.52026666667	8.19573333333	NA	NA	19641	35	Cress A4 potE	5	19641
1	0-100	DM	20	36	P.2016.04.16.DM-20-2016.04.22_14_23.cut.tif	1212979	0.311187	0.00707	5.099138	-0.113681	127.60009	128	0.006391	1576.684968	95278649.063962	-25394.67464	0.803279	146.932475	0.024477	3.934271	9.1e-05	9.630114	617.515741	0.062019	0.013804	0.000218	0.003753	5.737783	5660.581176	Sun May 01 20:50:19.203161 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	36	P.2016.04.16.DM-20-2016.04.22_14_23.cut.tif	126167	6	7	7	0	446:1	1605660	NA	NA	7	128	300	Cress A4 potF	Bingenheim / cress	Cress A4 potF	cress	Bingenheim	NA	12.47	1.8	2	6.92573333333	4.70746666667	0.948266666667	5.82506666667	19641	36	Cress A4 potF	5	19641
1	0-100	DM	21	31	P.2016.04.16.DM-21-2016.04.22_14_27.cut.tif	1212980	0.311031	0.007073	5.098381	-0.114835	127.577861	128	0.01098	1574.555595	96193204.483349	-12614.442692	0.810737	76.022546	0.024979	3.913804	9.2e-05	9.605564	592.245416	0.064305	0.01483	0.000228	0.003755	5.738065	5666.199979	Sun May 01 20:50:22.099586 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	31	P.2016.04.16.DM-21-2016.04.22_14_27.cut.tif	126167	1	2	2	0	448:31	1614660	NA	NA	7	128	300	Cress A4 potA	Bingenheim / cress	Cress A4 potA	cress	Bingenheim	NA	12.99	1.79	>3	4.69053333333	6.53626666667	6.858,7.23053333333,8.0264	1.3716,7.14586666667,6.2992	19641	31	Cress A4 potA	5	19641
1	0-100	DM	22	32	P.2016.04.16.DM-22-2016.04.22_14_27.cut.tif	1212981	0.311397	0.007068	5.099747	-0.108327	127.609551	128	0.012141	1579.051618	97131534.453812	-15356.060044	0.807596	76.178364	0.025228	3.917338	9.3e-05	9.604777	602.984465	0.066468	0.015665	0.000226	0.003776	5.737344	5664.924328	Sun May 01 20:50:20.620367 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	32	P.2016.04.16.DM-22-2016.04.22_14_27.cut.tif	126167	2	3	3	0	449:41	1618860	NA	NA	7	128	300	Cress A4 potB	Bingenheim / cress	Cress A4 potB	cress	Bingenheim	NA	12.99	1.79	1	4.38573333333	6.7564	NA	NA	19641	32	Cress A4 potB	5	19641
1	0-100	DM	23	33	P.2016.04.16.DM-23-2016.04.22_14_27.cut.tif	1212982	0.311187	0.007073	5.098457	-0.11806	127.517461	128	-8.1e-05	1574.638518	99253450.472378	-9127.934151	0.824282	39.569745	0.026184	3.875106	9.5e-05	9.563078	550.927246	0.069333	0.016675	0.000232	0.003767	5.742053	5719.654649	Sun May 01 20:50:22.5922 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	33	P.2016.04.16.DM-23-2016.04.22_14_27.cut.tif	126167	3	4	4	0	449:51	1619460	NA	NA	7	128	300	Cress A4 potC	Bingenheim / cress	Cress A4 potC	cress	Bingenheim	NA	12.99	1.79	1	4.91066666667	6.84106666667	NA	NA	19641	33	Cress A4 potC	5	19641
1	0-100	DM	24	31	P.2016.04.16.DM-24-2016.04.22_14_27.cut.tif	1212983	0.311378	0.007068	5.099511	-0.111069	127.579953	128	0.007226	1578.126592	98695798.065978	-14386.229426	0.821998	72.490965	0.025911	3.882609	9.4e-05	9.569855	558.441398	0.068783	0.016555	0.000229	0.00376	5.741555	5716.108896	Sun May 01 20:50:21.901686 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	31	P.2016.04.16.DM-24-2016.04.22_14_27.cut.tif	126167	1	2	2	0	445:31	1603860	NA	NA	7	128	300	Cress A4 potA	Bingenheim / cress	Cress A4 potA	cress	Bingenheim	NA	12.99	1.79	1	4.45346666667	4.75826666667	NA	NA	19641	31	Cress A4 potA	5	19641
1	0-100	DM	25	34	P.2016.04.16.DM-25-2016.04.22_14_31.cut.tif	1212984	0.311094	0.007072	5.09866	-0.11507	127.583323	128	0.008633	1575.331407	95423943.871392	-4672.628357	0.801885	23.861764	0.024287	3.938327	9e-05	9.632579	620.215756	0.061698	0.013694	0.000221	0.003762	5.73595	5640.957788	Sun May 01 20:50:21.802727 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	34	P.2016.04.16.DM-25-2016.04.22_14_31.cut.tif	126167	4	5	5	0	451:51	1626660	NA	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	12.84	1.83	1	4.96146666667	8.60213333333	NA	NA	19641	34	Cress A4 potD	5	19641
1	0-100	DM	26	35	P.2016.04.16.DM-26-2016.04.22_15_09.cut.tif	1212985	0.311509	0.007068	5.099489	-0.111611	127.512213	128	0.001647	1577.773417	96644948.679771	-19296.335958	0.808753	105.895657	0.024983	3.917654	9.2e-05	9.607227	599.368709	0.064535	0.014739	0.000238	0.003753	5.737992	5668.636128	Sun May 01 20:50:22.001621 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	35	P.2016.04.16.DM-26-2016.04.22_15_09.cut.tif	126167	5	6	6	0	447:41	1611660	NA	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	13.32	1.76	>3	5.85893333333	8.16186666667	2.87866666667,0.778933333333,0.541866666667	8.06026666667,6.06213333333,3.67453333333	19641	35	Cress A4 potE	5	19641
1	0-100	DM	27	36	P.2016.04.16.DM-27-2016.04.22_14_31.cut.tif	1212986	0.311291	0.007072	5.098402	-0.119998	127.464451	127	-0.003008	1574.387879	96963373.374267	-14876.629413	0.807502	68.696482	0.024831	3.921917	9.2e-05	9.610165	603.065404	0.065009	0.014982	0.000226	0.003773	5.737182	5662.624507	Sun May 01 20:50:23.264937 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	36	P.2016.04.16.DM-27-2016.04.22_14_31.cut.tif	126167	6	7	7	0	450:51	1623060	NA	NA	7	128	300	Cress A4 potF	Bingenheim / cress	Cress A4 potF	cress	Bingenheim	NA	12.84	1.83	1	4.7752	6.57013333333	NA	NA	19641	36	Cress A4 potF	5	19641
1	0-100	DM	28	31	P.2016.04.16.DM-28-2016.04.22_14_58.cut.tif	1212987	0.311224	0.007071	5.098761	-0.119752	127.540215	128	0.002127	1575.579874	95345872.658123	-25150.277229	0.803992	142.515106	0.02471	3.929406	9.2e-05	9.619267	614.097021	0.063477	0.014328	0.000238	0.003756	5.736517	5651.951887	Sun May 01 20:50:25.206889 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	31	P.2016.04.16.DM-28-2016.04.22_14_58.cut.tif	126167	1	2	2	1	449:31	1618260	NA	NA	7	128	300	Cress A4 potA	Bingenheim / cress	Cress A4 potA	cress	Bingenheim	NA	12.72	1.76	2	5.72346666667	5.01226666667	2.04893333333	5.21546666667	19641	31	Cress A4 potA	5	19641
1	0-100	DM	29	32	P.2016.04.16.DM-29-2016.04.22_14_35.cut.tif	1212988	0.311454	0.007069	5.09941	-0.111494	127.525241	128	0.002421	1577.53835	98691879.546115	-17468.215522	0.823768	92.806791	0.026145	3.87615	9.5e-05	9.565703	552.27664	0.068044	0.015924	0.000222	0.003767	5.741677	5715.330055	Sun May 01 20:50:29.102783 2016	0	TEX	19641	126167	P	2016.04.16	2016.04.20_14:25:00	1020	86160	NA	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19641	32	P.2016.04.16.DM-29-2016.04.22_14_35.cut.tif	126167	2	3	3	0	449:1	1616460	NA	NA	7	128	300	Cress A4 potB	Bingenheim / cress	Cress A4 potB	cress	Bingenheim	NA	12.7	1.8	1	4.4704	7.04426666667	NA	NA	19641	32	Cress A4 potB	5	19641
